id,time,X
2,2022-01-27 14:21:05.833842,1
2,2022-01-27 14:21:06.550750,1
2,2022-01-27 14:21:07.173004,1
2,2022-01-27 14:21:07.795073,1
2,2022-01-27 14:21:08.417485,1
2,2022-01-27 14:21:09.034051,1
2,2022-01-27 14:21:16.063595,1
2,2022-01-27 14:21:16.590355,1
2,2022-01-27 14:21:17.315120,1
2,2022-01-27 14:21:17.932407,1
2,2022-01-27 14:21:18.557468,1
